name,abbreviation,max_faculty_capacity,current_number_of_faculty,academic_division
Art,ENG,20,20,Science
Mathematics,PHYS,39,7,Engineering
Art,ENG,48,18,Arts
Electrical Engineering,CS,27,20,Engineering
Physics,EENG,67,20,Science
Computer Science,ART,46,19,Arts
Art,MATH,27,14,Engineering
Electrical Engineering,MATH,35,15,Arts
Computer Science,PHYS,91,14,Arts
Art,EENG,38,17,Arts
English,CS,78,17,Engineering
Mathematics,ENG,29,8,Engineering
Art,CS,32,17,Science
Physics,CS,64,20,Science
English,CS,52,13,Science
Computer Science,ENG,65,18,Engineering
Mathematics,ENG,60,12,Arts
Physics,ENG,35,11,Science
Computer Science,ENG,34,20,Engineering
Physics,CS,78,16,Science
Computer Science,ENG,92,17,Arts
Electrical Engineering,ART,41,8,Science
Mathematics,CS,98,7,Science
Art,MATH,57,19,Engineering
Electrical Engineering,PHYS,43,16,Engineering
Art,CS,37,12,Engineering
Computer Science,PHYS,84,14,Science
Physics,ART,35,7,Engineering
Physics,EENG,33,15,Science
Physics,MATH,82,11,Arts
Computer Science,ENG,97,17,Arts
Mathematics,MATH,74,13,Science
Mathematics,ENG,46,18,Engineering
Physics,ENG,25,6,Arts
Electrical Engineering,CS,20,13,Arts
Art,ENG,57,7,Engineering
Computer Science,ENG,56,5,Engineering
Physics,ENG,97,8,Science
Art,CS,70,17,Arts
Computer Science,ENG,88,15,Science
Physics,MATH,94,5,Science
English,ART,41,6,Engineering
Mathematics,CS,46,20,Engineering
English,PHYS,86,17,Engineering
Mathematics,EENG,75,20,Science
Art,ENG,55,20,Science
Physics,EENG,45,17,Engineering
Mathematics,CS,59,5,Science
Electrical Engineering,ENG,40,8,Engineering
Art,MATH,73,12,Engineering
Physics,CS,44,5,Engineering
Computer Science,EENG,79,14,Arts
Physics,ART,75,11,Engineering
Art,EENG,32,16,Engineering
Art,EENG,57,16,Arts
Computer Science,MATH,64,15,Science
Mathematics,PHYS,94,7,Engineering
English,PHYS,81,20,Arts
English,PHYS,58,17,Arts
Physics,ART,25,7,Science
Physics,MATH,57,12,Science
Art,EENG,68,14,Science
Mathematics,PHYS,55,7,Science
Electrical Engineering,EENG,47,8,Arts
Physics,MATH,59,11,Engineering
Computer Science,ENG,78,7,Engineering
Physics,MATH,81,10,Science
English,CS,96,19,Engineering
Electrical Engineering,PHYS,68,7,Science
Mathematics,PHYS,55,19,Science
Electrical Engineering,EENG,33,7,Science
English,ART,41,14,Engineering
Electrical Engineering,CS,54,14,Science
Computer Science,ENG,52,6,Arts
Physics,MATH,100,6,Science
English,PHYS,42,11,Science
Electrical Engineering,CS,40,10,Science
Electrical Engineering,ENG,89,7,Engineering
Electrical Engineering,PHYS,47,8,Arts
English,PHYS,41,11,Science
Physics,ART,84,15,Engineering
Mathematics,ART,52,7,Arts
Art,ART,91,5,Engineering
Electrical Engineering,PHYS,80,11,Arts
Art,ENG,45,17,Science
Mathematics,PHYS,74,12,Engineering
English,CS,94,20,Arts
Art,ENG,29,18,Arts
English,CS,42,19,Arts
English,ART,42,16,Science
Art,MATH,79,13,Arts
English,ART,78,17,Science
Mathematics,EENG,71,11,Arts
Mathematics,EENG,63,5,Arts
Computer Science,EENG,98,7,Engineering
Electrical Engineering,ENG,51,19,Science
Electrical Engineering,MATH,40,19,Science
Electrical Engineering,EENG,26,7,Engineering
Mathematics,ART,73,8,Arts
Computer Science,MATH,47,17,Science
Computer Science,MATH,89,10,Engineering
Physics,ART,69,14,Engineering
Computer Science,PHYS,83,16,Arts
Computer Science,PHYS,50,13,Science
Electrical Engineering,ART,61,14,Engineering
Physics,PHYS,69,10,Arts
Mathematics,MATH,76,15,Engineering
English,ENG,69,13,Arts
Mathematics,CS,72,6,Arts
Electrical Engineering,PHYS,34,9,Engineering
Electrical Engineering,ART,85,14,Engineering
Mathematics,CS,55,17,Arts
Physics,ART,28,17,Engineering
English,ENG,71,5,Engineering
English,EENG,57,8,Arts
English,EENG,97,15,Arts
English,ART,75,14,Science
Physics,ART,51,8,Science
Art,PHYS,74,16,Engineering
Physics,ENG,42,19,Science
Computer Science,MATH,97,13,Engineering
Electrical Engineering,EENG,79,9,Arts
Art,ENG,96,18,Engineering
Mathematics,ART,77,15,Arts
Art,CS,91,8,Science
English,PHYS,53,13,Science
English,CS,98,10,Arts
Mathematics,PHYS,73,11,Science
Computer Science,CS,45,11,Arts
Physics,MATH,42,11,Arts
Art,EENG,66,13,Engineering
Mathematics,ENG,57,17,Engineering
Art,PHYS,51,9,Engineering
Art,CS,51,17,Engineering
Computer Science,EENG,70,9,Arts
Computer Science,CS,85,8,Arts
Electrical Engineering,PHYS,73,5,Science
Physics,CS,26,13,Engineering
English,PHYS,55,8,Engineering
Mathematics,EENG,49,7,Science
Computer Science,MATH,27,19,Science
Art,ART,44,13,Arts
Electrical Engineering,CS,54,7,Engineering
Mathematics,ART,36,14,Engineering
Physics,ENG,96,10,Engineering
Art,ENG,77,13,Arts
English,MATH,31,14,Arts
English,MATH,60,10,Engineering
Electrical Engineering,MATH,43,15,Engineering
English,MATH,26,11,Science
Electrical Engineering,ENG,23,5,Arts
Art,EENG,57,7,Science
English,ART,91,10,Science
Mathematics,ENG,63,20,Science
Physics,MATH,68,16,Arts
Physics,ENG,89,18,Arts
Computer Science,EENG,28,13,Engineering
Computer Science,EENG,82,7,Science
Computer Science,CS,52,10,Science
Electrical Engineering,ART,81,8,Engineering
Electrical Engineering,MATH,42,7,Engineering
Art,CS,23,14,Arts
Computer Science,ART,26,5,Science
Electrical Engineering,ART,84,5,Engineering
English,EENG,46,15,Engineering
English,PHYS,53,13,Arts
Art,MATH,86,19,Engineering
Art,PHYS,41,13,Engineering
Physics,MATH,57,14,Science
Art,PHYS,64,14,Engineering
Art,ART,33,8,Engineering
Physics,PHYS,71,5,Arts
Computer Science,ART,65,10,Engineering
Physics,EENG,44,7,Science
English,MATH,92,17,Engineering
Physics,MATH,32,20,Engineering
Computer Science,ART,24,9,Engineering
Mathematics,PHYS,95,14,Engineering
Electrical Engineering,MATH,100,14,Science
Electrical Engineering,MATH,61,15,Science
Electrical Engineering,MATH,30,20,Engineering
Electrical Engineering,PHYS,43,9,Science
Art,MATH,66,20,Science
Art,CS,36,6,Science
English,ART,50,18,Science
Electrical Engineering,CS,95,6,Engineering
Physics,MATH,20,18,Engineering
Electrical Engineering,CS,57,9,Arts
Mathematics,MATH,93,5,Arts
English,EENG,41,19,Engineering
Computer Science,ENG,71,7,Arts
English,ENG,47,13,Arts
Art,ENG,71,7,Science
English,ART,68,13,Science
Physics,CS,38,5,Arts
Mathematics,EENG,70,17,Science
Electrical Engineering,EENG,85,17,Science
English,PHYS,90,13,Science
Physics,MATH,64,18,Arts
Computer Science,CS,72,5,Arts
Computer Science,ENG,73,11,Arts
Computer Science,ART,89,14,Arts
Computer Science,PHYS,41,20,Arts
Physics,MATH,31,14,Science
Art,PHYS,31,16,Science
Mathematics,MATH,28,10,Science
Computer Science,EENG,86,9,Arts
Art,CS,88,14,Science
Electrical Engineering,PHYS,63,8,Engineering
Art,PHYS,32,10,Arts
Physics,ENG,88,16,Engineering
Art,MATH,92,6,Arts
Art,ART,54,18,Engineering
English,ENG,53,12,Arts
Physics,EENG,38,17,Science
Physics,CS,33,13,Engineering
Art,ART,95,13,Science
Physics,ART,75,12,Arts
Electrical Engineering,ENG,31,10,Science
Electrical Engineering,ART,58,20,Engineering
Electrical Engineering,ART,88,6,Arts
Electrical Engineering,MATH,72,15,Arts
English,PHYS,52,13,Science
English,ENG,62,16,Engineering
Mathematics,PHYS,40,8,Arts
Mathematics,ENG,68,7,Science
Mathematics,ART,66,16,Science
English,MATH,20,15,Engineering
Mathematics,MATH,79,10,Arts
Computer Science,ENG,88,14,Science
Mathematics,PHYS,78,6,Engineering
Mathematics,MATH,25,15,Engineering
Electrical Engineering,ENG,96,18,Science
Computer Science,ENG,75,5,Engineering
Physics,CS,34,6,Engineering
Art,ENG,73,15,Science
Computer Science,ENG,89,20,Arts
Computer Science,PHYS,92,15,Engineering
Physics,MATH,21,18,Engineering
Physics,MATH,80,16,Arts
Art,ENG,84,7,Arts
Mathematics,ENG,48,17,Science
Electrical Engineering,PHYS,96,10,Engineering
Computer Science,ART,75,10,Arts
Electrical Engineering,ART,59,5,Science
Mathematics,EENG,53,7,Engineering
Electrical Engineering,MATH,100,13,Science
Physics,MATH,96,13,Science
Physics,PHYS,45,16,Arts
Art,MATH,72,5,Science
Computer Science,CS,87,11,Science
Art,PHYS,34,17,Engineering
Physics,ART,69,12,Engineering
Electrical Engineering,PHYS,79,17,Arts
Electrical Engineering,EENG,22,17,Engineering
Electrical Engineering,EENG,87,7,Engineering
Art,ART,43,17,Science
Electrical Engineering,PHYS,62,13,Engineering
Physics,EENG,51,20,Science
Art,PHYS,68,18,Science
Art,ART,88,18,Science
English,PHYS,39,10,Science
Art,MATH,96,11,Science
English,EENG,84,19,Engineering
Electrical Engineering,MATH,52,14,Arts
Physics,CS,72,17,Engineering
Electrical Engineering,PHYS,65,9,Arts
Electrical Engineering,EENG,85,14,Arts
Art,PHYS,79,10,Engineering
English,PHYS,91,6,Engineering
Electrical Engineering,MATH,94,10,Engineering
Computer Science,PHYS,43,9,Arts
Art,PHYS,76,15,Arts
Computer Science,MATH,70,9,Arts
Mathematics,ART,20,5,Engineering
English,ART,33,20,Engineering
Physics,ART,59,7,Science
Mathematics,ART,83,16,Arts
Electrical Engineering,ENG,94,14,Science
Mathematics,PHYS,20,9,Science
English,EENG,67,17,Engineering
Art,MATH,53,13,Engineering
Art,PHYS,42,10,Engineering
Physics,ART,47,12,Engineering
English,EENG,89,5,Science
Electrical Engineering,CS,88,19,Science
Computer Science,EENG,82,11,Science
Mathematics,ART,56,16,Arts
Computer Science,MATH,56,20,Arts
Computer Science,MATH,39,15,Science
Mathematics,PHYS,62,6,Arts
Physics,PHYS,96,18,Engineering
Physics,ENG,42,13,Science
English,CS,65,15,Science
Computer Science,ENG,56,13,Engineering
Art,ART,51,19,Engineering
Electrical Engineering,PHYS,62,19,Science
English,ART,91,8,Arts
Mathematics,MATH,54,19,Science
Mathematics,CS,43,19,Engineering
English,ART,93,16,Arts
Physics,EENG,62,6,Engineering
English,MATH,79,11,Engineering
Physics,ART,62,20,Science
English,CS,67,10,Science
Art,ENG,50,5,Science
English,MATH,51,10,Arts
English,PHYS,21,17,Arts
Computer Science,ART,84,19,Engineering
Mathematics,CS,90,15,Engineering
Art,MATH,66,8,Science
Art,PHYS,81,18,Arts
Mathematics,CS,84,9,Science
Computer Science,ENG,20,14,Engineering
Electrical Engineering,CS,69,19,Engineering
English,PHYS,26,10,Arts
Mathematics,EENG,100,13,Engineering
Electrical Engineering,ENG,58,10,Engineering
Art,MATH,34,11,Engineering
Electrical Engineering,PHYS,97,20,Arts
Electrical Engineering,MATH,85,18,Engineering
Physics,MATH,54,15,Arts
English,PHYS,88,11,Science
Physics,CS,25,9,Arts
English,EENG,66,8,Arts
Computer Science,ENG,88,6,Engineering
Computer Science,CS,44,8,Arts
Electrical Engineering,PHYS,52,8,Science
Mathematics,MATH,78,17,Arts
Physics,MATH,58,15,Science
English,ENG,57,17,Engineering
Mathematics,MATH,79,7,Arts
English,EENG,83,13,Engineering
Electrical Engineering,ART,99,16,Engineering
Computer Science,EENG,89,9,Science
Computer Science,ENG,39,5,Engineering
Physics,ENG,33,14,Science
Art,EENG,66,6,Engineering
Mathematics,ART,69,8,Arts
Physics,ART,90,16,Arts
Electrical Engineering,EENG,78,17,Arts
Art,PHYS,95,18,Science
Mathematics,ART,34,9,Arts
Mathematics,ART,55,14,Engineering
Electrical Engineering,ENG,47,12,Arts
English,MATH,65,16,Arts
Electrical Engineering,ART,34,14,Arts
Computer Science,PHYS,59,20,Arts
Art,ENG,34,13,Engineering
English,PHYS,73,10,Arts
Art,ART,73,6,Engineering
Physics,MATH,24,18,Arts
Physics,CS,25,12,Arts
Electrical Engineering,MATH,68,20,Arts
Mathematics,ENG,100,14,Arts
Computer Science,EENG,35,10,Arts
Art,CS,39,12,Science
Art,CS,56,19,Engineering
Computer Science,MATH,76,19,Arts
English,MATH,81,5,Science
Physics,EENG,35,19,Engineering
Physics,PHYS,98,19,Science
Physics,PHYS,94,14,Arts
Physics,ART,98,17,Science
Mathematics,MATH,42,12,Arts
Physics,ART,57,13,Science
Mathematics,PHYS,87,20,Engineering
English,MATH,27,7,Arts
Electrical Engineering,CS,60,11,Engineering
English,MATH,58,13,Engineering
Physics,PHYS,36,17,Science
English,ENG,77,14,Arts
Physics,CS,89,10,Engineering
Computer Science,ART,73,10,Arts
Art,CS,84,5,Engineering
Physics,ENG,31,16,Arts
English,PHYS,91,17,Engineering
English,EENG,96,7,Science
Physics,CS,54,17,Science
Physics,MATH,33,20,Arts
Computer Science,ART,63,16,Science
Physics,MATH,61,11,Science
Physics,EENG,46,9,Engineering
English,MATH,33,18,Arts
Mathematics,ART,31,6,Engineering
Art,ART,27,9,Engineering
English,ART,98,6,Engineering
Physics,ENG,67,6,Science
Art,ENG,98,18,Engineering
Mathematics,EENG,49,9,Engineering
Physics,MATH,84,8,Engineering
Computer Science,CS,32,20,Science
English,EENG,66,13,Engineering
English,ART,75,12,Science
English,ART,84,10,Arts
Computer Science,CS,85,19,Engineering
Computer Science,EENG,50,14,Science
English,CS,81,15,Science
Art,MATH,100,10,Arts
Physics,MATH,48,14,Arts
Art,CS,51,9,Science
Computer Science,CS,33,9,Arts
Physics,EENG,86,16,Science
Computer Science,ENG,51,20,Arts
Art,EENG,76,16,Arts
Computer Science,EENG,20,17,Engineering
Computer Science,ART,90,12,Science
English,CS,97,14,Engineering
Computer Science,ART,42,17,Arts
Physics,CS,52,10,Arts
English,ENG,54,16,Arts
Electrical Engineering,PHYS,94,13,Science
Electrical Engineering,EENG,74,9,Engineering
English,ENG,34,12,Arts
Computer Science,ART,60,20,Engineering
Computer Science,ENG,26,14,Arts
Computer Science,EENG,35,7,Engineering
Mathematics,MATH,79,20,Arts
Art,ENG,30,15,Engineering
Mathematics,PHYS,29,19,Arts
Mathematics,MATH,21,16,Arts
Physics,ART,78,20,Engineering
Computer Science,MATH,89,14,Arts
Physics,EENG,40,9,Arts
Computer Science,PHYS,60,7,Arts
Mathematics,CS,67,12,Arts
Computer Science,ENG,79,8,Arts
Electrical Engineering,ART,97,13,Engineering
Computer Science,ENG,44,14,Science
Computer Science,MATH,21,12,Arts
Computer Science,MATH,68,13,Engineering
English,CS,75,17,Arts
Computer Science,ENG,74,7,Science
Mathematics,ENG,31,12,Arts
Electrical Engineering,MATH,50,12,Engineering
Electrical Engineering,ENG,76,11,Science
Art,MATH,51,12,Science
Art,PHYS,40,5,Arts
Computer Science,ENG,57,20,Science
English,EENG,47,10,Science
Computer Science,MATH,46,9,Science
Physics,MATH,43,15,Arts
Art,EENG,60,11,Arts
Physics,PHYS,64,16,Science
Physics,EENG,90,17,Arts
Art,EENG,45,17,Engineering
Computer Science,ART,98,6,Science
Mathematics,ENG,36,18,Science
Physics,ENG,26,17,Engineering
Art,CS,93,13,Arts
English,ENG,100,6,Engineering
Computer Science,ENG,52,19,Engineering
Computer Science,MATH,48,13,Engineering
Art,PHYS,61,7,Arts
Mathematics,CS,80,11,Arts
Electrical Engineering,CS,61,18,Arts
Electrical Engineering,ART,27,10,Arts
Computer Science,CS,69,10,Arts
Electrical Engineering,PHYS,51,12,Engineering
Mathematics,ART,86,9,Engineering
Mathematics,EENG,46,14,Arts
Physics,MATH,45,20,Science
Electrical Engineering,PHYS,30,7,Engineering
Art,CS,40,8,Arts
Physics,ENG,61,15,Science
Electrical Engineering,EENG,42,8,Engineering
Physics,EENG,72,16,Arts
Physics,ENG,28,9,Engineering
Art,ART,45,11,Engineering
Mathematics,MATH,60,18,Engineering
Physics,ART,64,17,Science
Computer Science,ENG,20,14,Arts
Mathematics,EENG,91,6,Engineering
Art,ENG,90,18,Arts
Computer Science,CS,68,14,Arts
Computer Science,CS,39,17,Science
Electrical Engineering,MATH,35,7,Arts
Electrical Engineering,ENG,43,8,Science
Art,ART,59,14,Engineering
Art,EENG,23,13,Science
Art,CS,30,14,Arts
Computer Science,MATH,96,5,Science
Physics,CS,94,15,Arts
Computer Science,CS,87,8,Science
Physics,ART,23,12,Science
Computer Science,ART,29,11,Arts
Electrical Engineering,ART,83,11,Engineering
English,PHYS,71,13,Arts
Mathematics,CS,71,14,Science
Physics,MATH,78,20,Science
Computer Science,ART,79,5,Arts
Physics,EENG,92,19,Engineering
Art,EENG,67,5,Arts
Mathematics,ENG,55,12,Science
Physics,CS,33,12,Engineering
English,MATH,73,12,Science
Mathematics,MATH,45,20,Engineering
Mathematics,CS,93,19,Arts
Mathematics,PHYS,52,20,Engineering
Mathematics,ART,28,18,Arts
Mathematics,ART,39,9,Science
English,ENG,25,11,Arts
English,PHYS,73,11,Science
Physics,ENG,47,10,Science
Physics,ART,42,17,Engineering
Electrical Engineering,MATH,31,15,Science
Electrical Engineering,MATH,24,16,Arts
English,ART,23,18,Science
Electrical Engineering,ART,86,8,Arts
Electrical Engineering,EENG,36,16,Arts
Art,ENG,45,13,Engineering
Mathematics,PHYS,30,8,Engineering
Mathematics,CS,99,15,Arts
Physics,ENG,85,13,Engineering
Mathematics,MATH,73,18,Arts
English,MATH,100,14,Science
English,MATH,88,17,Science
English,PHYS,82,17,Arts
Computer Science,PHYS,57,17,Arts
Computer Science,MATH,30,16,Engineering
Computer Science,EENG,57,18,Engineering
Art,MATH,98,17,Arts
Computer Science,MATH,89,16,Science
Mathematics,CS,89,9,Science
Physics,EENG,35,17,Engineering
Mathematics,PHYS,83,15,Arts
Art,ART,79,17,Arts
Art,MATH,53,14,Engineering
Art,MATH,45,16,Science
English,ENG,21,13,Science
Art,ENG,89,5,Science
Electrical Engineering,ENG,83,11,Engineering
English,EENG,61,5,Science
Mathematics,MATH,22,19,Engineering
Art,ART,84,9,Science
Physics,EENG,62,6,Science
Physics,MATH,30,13,Arts
English,MATH,57,17,Engineering
Mathematics,EENG,84,11,Arts
Mathematics,ENG,86,8,Science
Physics,MATH,67,10,Engineering
English,MATH,69,7,Engineering
Physics,ART,53,14,Engineering
Computer Science,EENG,57,9,Engineering
English,PHYS,61,10,Science
English,ART,99,19,Science
Art,ENG,64,19,Engineering
Mathematics,ENG,23,17,Engineering
Art,CS,83,14,Science
Physics,MATH,68,5,Arts
Physics,PHYS,23,20,Science
Mathematics,EENG,85,7,Arts
English,EENG,53,19,Arts
Electrical Engineering,ENG,26,6,Science
Electrical Engineering,MATH,80,17,Science
Art,MATH,26,19,Science
Art,CS,95,18,Science
English,PHYS,95,8,Arts
Mathematics,MATH,75,5,Arts
Physics,ART,73,18,Science
Physics,ENG,81,17,Arts
English,ENG,66,12,Engineering
Electrical Engineering,EENG,38,8,Engineering
English,MATH,20,13,Arts
Art,ART,99,10,Arts
Electrical Engineering,ART,93,11,Engineering
Physics,ART,74,5,Engineering
Mathematics,CS,25,15,Science
Computer Science,ENG,78,14,Arts
Electrical Engineering,ART,58,13,Arts
Mathematics,ENG,45,17,Engineering
Art,ENG,59,19,Science
Art,ENG,45,11,Arts
Electrical Engineering,CS,76,18,Arts
English,CS,96,16,Engineering
Computer Science,MATH,49,11,Engineering
Physics,MATH,49,6,Arts
Art,MATH,72,6,Arts
Computer Science,ART,21,13,Science
Physics,ENG,66,15,Science
Physics,ENG,95,10,Engineering
Art,MATH,63,6,Arts
Art,MATH,61,12,Science
Mathematics,ART,22,18,Science
Mathematics,MATH,75,12,Science
Computer Science,ART,77,13,Arts
Art,PHYS,71,17,Arts
Physics,ENG,78,17,Science
Mathematics,ENG,51,6,Science
Electrical Engineering,CS,96,11,Engineering
English,EENG,41,16,Engineering
Mathematics,CS,88,6,Engineering
English,ENG,71,13,Arts
Physics,MATH,38,20,Engineering
Mathematics,MATH,63,17,Science
English,ENG,83,14,Engineering
Electrical Engineering,PHYS,83,19,Science
Computer Science,EENG,80,12,Arts
Physics,EENG,29,6,Science
Electrical Engineering,MATH,95,13,Engineering
Computer Science,ART,46,6,Engineering
Computer Science,EENG,35,9,Engineering
English,EENG,64,13,Arts
Electrical Engineering,ENG,34,19,Arts
Electrical Engineering,ART,45,13,Engineering
Computer Science,MATH,39,14,Arts
Computer Science,ENG,40,20,Arts
Computer Science,ART,65,10,Engineering
Physics,MATH,30,8,Engineering
Electrical Engineering,CS,22,14,Arts
Physics,MATH,69,5,Science
Art,MATH,44,12,Science
Electrical Engineering,MATH,75,18,Arts
Art,ENG,72,10,Science
Electrical Engineering,MATH,36,8,Arts
Computer Science,EENG,22,6,Science
Computer Science,ART,36,19,Engineering
Electrical Engineering,ART,72,18,Science
Art,CS,32,10,Engineering
English,EENG,34,18,Science
Computer Science,EENG,25,20,Science
Computer Science,ENG,99,10,Science
Computer Science,ENG,91,10,Engineering
Art,ENG,48,11,Science
Electrical Engineering,MATH,95,18,Arts
Art,PHYS,22,20,Science
Art,MATH,25,8,Science
Physics,ENG,73,18,Science
Computer Science,ENG,25,10,Engineering
Electrical Engineering,MATH,63,18,Engineering
Electrical Engineering,MATH,28,8,Science
Electrical Engineering,EENG,49,17,Arts
Electrical Engineering,MATH,88,20,Engineering
Electrical Engineering,ENG,21,11,Arts
Mathematics,PHYS,44,11,Science
Computer Science,EENG,28,7,Science
Mathematics,MATH,82,18,Science
Art,ART,94,8,Science
Physics,ART,81,7,Science
English,CS,76,5,Science
Computer Science,ART,57,10,Science
English,EENG,77,6,Engineering
Art,ART,76,20,Arts
English,MATH,64,19,Science
Electrical Engineering,CS,48,5,Science
Art,CS,39,19,Arts
English,ART,38,16,Engineering
Mathematics,EENG,44,15,Science
Computer Science,MATH,75,20,Science
Computer Science,ENG,52,11,Engineering
Electrical Engineering,MATH,91,7,Engineering
Art,CS,26,9,Engineering
Mathematics,CS,84,14,Engineering
English,PHYS,96,11,Engineering
Physics,ART,85,14,Engineering
Art,ENG,29,11,Engineering
Mathematics,ART,93,6,Arts
Computer Science,ENG,38,12,Science
English,PHYS,22,8,Engineering
Computer Science,ART,76,7,Science
English,MATH,22,8,Engineering
Art,PHYS,71,13,Science
Mathematics,CS,55,6,Arts
Art,PHYS,23,10,Arts
Physics,PHYS,25,17,Arts
Mathematics,PHYS,98,11,Science
Mathematics,ENG,21,11,Arts
Computer Science,PHYS,50,15,Science
Art,ENG,64,9,Arts
Art,PHYS,65,20,Science
Computer Science,ENG,49,15,Arts
Physics,PHYS,54,14,Engineering
Physics,PHYS,30,12,Engineering
English,CS,23,19,Science
Electrical Engineering,CS,25,18,Engineering
Mathematics,MATH,78,13,Science
Electrical Engineering,CS,49,19,Arts
Electrical Engineering,EENG,87,17,Science
English,ART,20,18,Arts
Mathematics,ENG,67,7,Arts
Physics,ENG,67,12,Engineering
Mathematics,ART,21,12,Engineering
Computer Science,ENG,60,6,Science
Electrical Engineering,EENG,62,11,Engineering
Mathematics,CS,76,8,Arts
Art,PHYS,20,11,Science
Art,EENG,69,10,Arts
Mathematics,PHYS,83,9,Engineering
Mathematics,EENG,41,18,Arts
Electrical Engineering,MATH,38,16,Science
Physics,CS,40,19,Engineering
Art,CS,38,15,Arts
English,CS,52,7,Engineering
Art,MATH,66,11,Engineering
English,ENG,48,13,Engineering
Computer Science,EENG,34,11,Science
Computer Science,PHYS,41,14,Science
Physics,EENG,99,17,Arts
Electrical Engineering,ENG,38,18,Science
Electrical Engineering,CS,21,20,Arts
Art,EENG,21,10,Engineering
Art,ENG,36,20,Arts
Physics,ART,73,14,Engineering
Electrical Engineering,MATH,80,16,Science
Mathematics,EENG,27,12,Arts
Physics,PHYS,45,10,Science
Electrical Engineering,ENG,20,18,Arts
Electrical Engineering,ART,56,8,Arts
Physics,ART,78,15,Arts
Electrical Engineering,MATH,67,10,Science
Physics,EENG,20,15,Arts
Art,MATH,81,17,Science
English,CS,67,17,Arts
Mathematics,EENG,50,10,Engineering
Physics,MATH,71,12,Science
Physics,PHYS,92,9,Engineering
Physics,ENG,88,9,Science
Electrical Engineering,EENG,64,5,Engineering
English,CS,98,12,Engineering
Art,ART,52,20,Engineering
Physics,EENG,53,13,Engineering
Mathematics,PHYS,22,13,Engineering
Electrical Engineering,ENG,31,15,Arts
English,CS,86,13,Science
Computer Science,CS,53,12,Science
Physics,MATH,20,8,Arts
English,ART,77,10,Science
Art,ENG,96,6,Engineering
English,MATH,69,19,Arts
Computer Science,PHYS,100,6,Science
Mathematics,ENG,49,20,Engineering
Mathematics,CS,54,9,Science
Physics,ART,70,18,Arts
English,CS,55,12,Engineering
Electrical Engineering,CS,97,11,Arts
Mathematics,ENG,28,11,Engineering
Computer Science,CS,63,19,Arts
Computer Science,ENG,71,14,Engineering
Computer Science,PHYS,38,15,Science
Mathematics,PHYS,21,8,Arts
English,PHYS,95,15,Arts
English,ART,54,20,Engineering
English,MATH,52,6,Engineering
Computer Science,ENG,86,17,Science
Art,PHYS,59,15,Arts
English,CS,100,6,Science
English,ART,43,6,Science
Mathematics,ART,68,9,Science
Mathematics,CS,54,8,Arts
English,EENG,54,19,Arts
Computer Science,PHYS,93,7,Science
Computer Science,MATH,77,20,Engineering
Physics,ART,34,10,Engineering
Electrical Engineering,ENG,73,15,Arts
Physics,PHYS,94,20,Science
Computer Science,CS,28,6,Engineering
Physics,ART,32,11,Science
Computer Science,MATH,88,6,Arts
Art,EENG,42,9,Arts
Mathematics,EENG,31,5,Arts
English,MATH,38,16,Arts
Physics,MATH,49,11,Science
Art,ENG,48,13,Engineering
Computer Science,ENG,35,14,Engineering
Electrical Engineering,MATH,36,17,Arts
English,CS,44,17,Arts
Art,ENG,83,19,Arts
Mathematics,CS,45,19,Engineering
Physics,ENG,83,6,Science
Art,EENG,39,5,Science
Electrical Engineering,CS,28,6,Arts
English,EENG,92,10,Arts
Mathematics,EENG,80,18,Science
English,PHYS,49,16,Engineering
Electrical Engineering,EENG,69,16,Arts
Mathematics,ENG,47,12,Science
Art,ENG,99,12,Arts
Electrical Engineering,EENG,89,17,Arts
English,EENG,90,13,Science
Computer Science,CS,45,11,Engineering
Electrical Engineering,ART,68,18,Science
Physics,MATH,97,9,Science
Computer Science,CS,67,20,Science
Physics,PHYS,24,18,Science
Art,ART,73,13,Engineering
Electrical Engineering,MATH,54,13,Science
Physics,CS,91,20,Arts
English,CS,41,6,Arts
Art,PHYS,61,13,Arts
Computer Science,ART,26,18,Engineering
Mathematics,ENG,70,15,Arts
Electrical Engineering,CS,70,18,Arts
Electrical Engineering,CS,58,6,Engineering
Art,CS,39,17,Science
Electrical Engineering,MATH,66,7,Science
Physics,ENG,30,19,Engineering
English,MATH,79,17,Arts
Physics,PHYS,30,13,Arts
Computer Science,PHYS,31,13,Engineering
Computer Science,MATH,72,5,Science
Physics,CS,26,15,Science
Mathematics,ART,91,7,Science
Art,EENG,26,8,Arts
Art,CS,99,12,Science
English,CS,86,18,Science
Art,CS,75,8,Science
Art,ENG,32,8,Science
Electrical Engineering,PHYS,49,16,Arts
Computer Science,PHYS,32,7,Engineering
English,ENG,58,12,Science
English,PHYS,72,18,Science
Art,MATH,28,5,Engineering
Art,MATH,85,16,Engineering
Mathematics,MATH,62,10,Science
Art,EENG,44,9,Science
Art,CS,23,16,Arts
Electrical Engineering,ENG,67,17,Engineering
Mathematics,PHYS,97,5,Arts
Mathematics,MATH,37,6,Arts
English,ART,57,19,Arts
Physics,MATH,65,11,Arts
Physics,PHYS,80,18,Science
Physics,ART,47,19,Engineering
Art,EENG,89,12,Science
Mathematics,EENG,79,16,Arts
Physics,ART,51,17,Engineering
Art,ENG,54,14,Science
English,CS,64,18,Arts
Mathematics,ENG,20,7,Engineering
Art,EENG,41,17,Engineering
English,PHYS,97,6,Engineering
Physics,MATH,82,14,Engineering
