name,abbreviation,max_faculty_capacity,current_number_of_faculty,academic_division
Computer Science,CS,67,7,Science
Computer Science,MATH,84,12,Arts
Mathematics,MATH,81,18,Science
Computer Science,MATH,45,6,Science
Mathematics,MATH,76,17,Science
Physics,PHYS,72,13,Arts
Mathematics,CS,35,7,Engineering
Computer Science,CS,59,6,Engineering
Computer Science,PHYS,40,5,Arts
Physics,MATH,81,7,Science
Mathematics,PHYS,26,12,Science
Physics,PHYS,43,10,Science
Computer Science,CS,65,18,Science
Mathematics,CS,40,16,Arts
Physics,MATH,90,19,Science
Mathematics,CS,50,15,Science
Physics,CS,62,8,Arts
Mathematics,MATH,68,5,Arts
Computer Science,CS,97,12,Arts
Computer Science,PHYS,99,12,Science
Physics,MATH,42,9,Science
Computer Science,PHYS,83,19,Science
Mathematics,PHYS,80,13,Science
Physics,CS,95,18,Science
Physics,CS,36,10,Arts
Physics,CS,96,15,Engineering
Physics,MATH,56,18,Arts
Physics,CS,68,17,Arts
Computer Science,MATH,50,19,Arts
Physics,CS,22,10,Engineering
Physics,PHYS,65,7,Arts
Physics,MATH,37,17,Engineering
Physics,CS,49,7,Arts
Physics,MATH,31,13,Arts
Computer Science,CS,90,17,Engineering
Physics,CS,87,13,Science
Physics,MATH,69,7,Engineering
Computer Science,CS,54,19,Arts
Computer Science,PHYS,84,11,Engineering
Computer Science,PHYS,39,5,Arts
Physics,MATH,82,7,Engineering
Mathematics,MATH,59,10,Engineering
Computer Science,MATH,79,20,Engineering
Mathematics,PHYS,59,8,Engineering
Physics,PHYS,86,11,Engineering
Physics,CS,38,14,Engineering
Computer Science,CS,73,8,Arts
Physics,PHYS,68,6,Engineering
Computer Science,PHYS,65,15,Arts
Computer Science,PHYS,55,6,Engineering
Computer Science,MATH,91,6,Engineering
Physics,MATH,67,19,Arts
Physics,CS,53,18,Science
Computer Science,CS,91,5,Engineering
Mathematics,CS,31,12,Engineering
Physics,MATH,40,6,Arts
Computer Science,PHYS,72,19,Arts
Computer Science,PHYS,58,19,Science
Mathematics,CS,46,8,Engineering
Mathematics,CS,27,13,Science
Mathematics,PHYS,40,14,Engineering
Physics,CS,25,14,Arts
Computer Science,PHYS,100,19,Science
Computer Science,CS,52,10,Science
Computer Science,MATH,32,18,Arts
Mathematics,MATH,22,9,Arts
Computer Science,MATH,42,20,Arts
Physics,PHYS,79,13,Arts
Computer Science,CS,72,9,Engineering
Mathematics,MATH,78,6,Engineering
Mathematics,PHYS,85,18,Engineering
Mathematics,PHYS,20,14,Engineering
Mathematics,MATH,65,19,Science
Physics,CS,86,5,Arts
Physics,PHYS,99,14,Engineering
Physics,PHYS,90,18,Arts
Computer Science,CS,26,17,Engineering
Mathematics,MATH,36,5,Engineering
Computer Science,PHYS,84,18,Engineering
Computer Science,MATH,46,20,Engineering
Physics,PHYS,59,18,Science
Computer Science,PHYS,32,15,Arts
Computer Science,PHYS,100,11,Science
Physics,CS,21,8,Engineering
Physics,CS,81,10,Engineering
Computer Science,MATH,36,12,Arts
Mathematics,PHYS,40,12,Science
Physics,CS,50,15,Science
Computer Science,CS,39,6,Arts
Mathematics,PHYS,33,15,Science
Computer Science,MATH,100,16,Science
Physics,PHYS,87,9,Science
Physics,MATH,34,11,Engineering
Computer Science,MATH,37,17,Engineering
Mathematics,MATH,87,12,Science
Physics,CS,82,20,Science
Physics,MATH,99,10,Science
Physics,CS,60,17,Science
Computer Science,PHYS,45,6,Engineering
Computer Science,MATH,21,14,Engineering
Mathematics,PHYS,20,17,Engineering
Computer Science,PHYS,75,6,Arts
Computer Science,CS,93,14,Engineering
Computer Science,MATH,89,5,Science
Physics,PHYS,25,10,Science
Physics,MATH,68,14,Science
Mathematics,MATH,71,16,Arts
Physics,MATH,87,6,Engineering
Physics,MATH,34,12,Engineering
Computer Science,CS,42,12,Arts
Physics,PHYS,57,17,Arts
Computer Science,MATH,100,13,Engineering
Computer Science,CS,53,9,Science
Mathematics,MATH,91,17,Arts
Mathematics,CS,49,10,Science
Mathematics,PHYS,21,19,Engineering
Computer Science,MATH,34,10,Arts
Computer Science,MATH,84,6,Science
Mathematics,MATH,85,7,Engineering
Physics,MATH,81,6,Arts
Computer Science,CS,21,7,Arts
Physics,CS,98,18,Science
Computer Science,MATH,54,19,Engineering
Computer Science,PHYS,23,14,Engineering
Computer Science,CS,44,18,Engineering
Physics,PHYS,89,17,Engineering
Physics,MATH,82,12,Science
Physics,PHYS,54,15,Arts
Computer Science,PHYS,75,15,Engineering
Computer Science,MATH,81,10,Arts
Physics,PHYS,63,20,Engineering
Computer Science,CS,72,8,Engineering
Computer Science,MATH,49,7,Engineering
Mathematics,CS,94,12,Science
Mathematics,PHYS,29,17,Science
Mathematics,CS,20,13,Science
Physics,CS,24,13,Engineering
Computer Science,CS,89,10,Arts
Mathematics,CS,92,8,Arts
Mathematics,CS,44,9,Engineering
Mathematics,PHYS,77,12,Arts
Physics,MATH,52,12,Engineering
Mathematics,CS,100,15,Engineering
Mathematics,CS,28,16,Arts
Physics,MATH,72,11,Engineering
Mathematics,PHYS,31,10,Science
Computer Science,MATH,48,5,Science
Physics,PHYS,70,6,Arts
Computer Science,MATH,26,20,Engineering
Physics,MATH,57,5,Engineering
Mathematics,PHYS,59,15,Science
Mathematics,CS,65,10,Science
Mathematics,PHYS,94,17,Science
Computer Science,MATH,63,18,Arts
Computer Science,PHYS,21,7,Engineering
Physics,PHYS,98,11,Arts
Physics,MATH,86,8,Arts
Mathematics,CS,74,17,Science
Mathematics,CS,81,13,Engineering
Mathematics,PHYS,38,12,Engineering
Physics,PHYS,98,18,Engineering
Mathematics,PHYS,77,18,Engineering
Physics,MATH,47,6,Engineering
Mathematics,PHYS,86,16,Arts
Mathematics,PHYS,84,14,Science
Physics,PHYS,87,19,Engineering
Computer Science,MATH,46,17,Engineering
Mathematics,MATH,84,17,Engineering
Computer Science,CS,68,15,Science
Computer Science,MATH,77,11,Engineering
Computer Science,MATH,33,15,Arts
Computer Science,PHYS,89,8,Science
Computer Science,CS,34,10,Arts
Physics,CS,72,8,Science
Physics,MATH,71,9,Engineering
Physics,MATH,42,6,Engineering
Physics,PHYS,66,13,Arts
Computer Science,CS,30,10,Engineering
Physics,CS,34,7,Engineering
Physics,CS,87,6,Arts
Computer Science,CS,43,7,Arts
Physics,PHYS,20,13,Arts
Mathematics,PHYS,58,5,Engineering
Physics,MATH,85,14,Arts
Physics,MATH,84,6,Science
Physics,PHYS,96,6,Arts
Physics,CS,27,15,Engineering
Physics,PHYS,72,14,Engineering
Computer Science,PHYS,62,13,Science
Computer Science,PHYS,76,19,Arts
Mathematics,PHYS,47,19,Arts
Physics,MATH,71,9,Science
Mathematics,CS,73,20,Science
Mathematics,CS,42,9,Engineering
Physics,PHYS,51,7,Engineering
Computer Science,PHYS,76,14,Engineering
Mathematics,MATH,24,8,Engineering
Physics,MATH,37,10,Science
Computer Science,MATH,88,19,Engineering
Physics,CS,34,9,Science
Computer Science,MATH,75,10,Engineering
Mathematics,PHYS,27,7,Arts
Mathematics,CS,66,18,Arts
Computer Science,MATH,91,18,Arts
Mathematics,PHYS,58,18,Arts
Computer Science,PHYS,35,6,Engineering
Computer Science,CS,26,10,Science
Physics,CS,32,18,Science
Computer Science,CS,45,20,Engineering
Computer Science,PHYS,95,20,Science
Physics,PHYS,63,11,Engineering
Computer Science,CS,41,15,Engineering
Mathematics,MATH,47,11,Science
Physics,MATH,25,15,Science
Physics,MATH,88,8,Arts
Computer Science,CS,53,6,Science
Computer Science,PHYS,91,7,Engineering
Physics,CS,22,19,Science
Physics,CS,41,5,Science
Physics,PHYS,22,20,Science
Physics,PHYS,91,9,Arts
Physics,MATH,82,10,Engineering
Physics,PHYS,87,15,Engineering
Mathematics,CS,40,7,Arts
Mathematics,CS,45,20,Science
Physics,CS,91,13,Engineering
Mathematics,CS,64,9,Science
Mathematics,PHYS,30,6,Engineering
Computer Science,CS,64,9,Science
Computer Science,PHYS,58,14,Engineering
Physics,PHYS,34,19,Engineering
Computer Science,CS,45,8,Science
Mathematics,PHYS,62,9,Science
Physics,MATH,95,10,Engineering
Computer Science,PHYS,61,7,Arts
Physics,CS,51,13,Engineering
Mathematics,CS,26,5,Arts
Mathematics,MATH,30,16,Arts
Computer Science,PHYS,61,8,Arts
Mathematics,MATH,92,9,Arts
Physics,MATH,87,10,Arts
Mathematics,PHYS,59,8,Arts
Computer Science,CS,46,5,Engineering
Physics,PHYS,62,16,Engineering
Computer Science,MATH,76,16,Engineering
Mathematics,PHYS,77,9,Arts
Computer Science,MATH,58,17,Science
Computer Science,CS,82,7,Science
Mathematics,CS,93,11,Science
Physics,PHYS,56,12,Science
Computer Science,PHYS,60,5,Engineering
Mathematics,MATH,56,19,Engineering
Mathematics,MATH,98,11,Engineering
Computer Science,CS,61,6,Engineering
Mathematics,PHYS,51,9,Arts
Mathematics,MATH,32,10,Arts
Mathematics,PHYS,85,15,Engineering
Physics,MATH,26,14,Engineering
Physics,PHYS,49,9,Science
Mathematics,MATH,23,10,Science
Computer Science,CS,64,16,Science
Physics,PHYS,39,7,Arts
Physics,PHYS,53,18,Science
Physics,PHYS,24,12,Arts
Computer Science,PHYS,38,7,Arts
Physics,MATH,39,20,Engineering
Computer Science,PHYS,60,8,Engineering
Computer Science,CS,57,15,Engineering
Mathematics,PHYS,26,11,Engineering
Physics,PHYS,69,13,Science
Physics,CS,87,7,Engineering
Physics,CS,50,11,Science
Mathematics,PHYS,45,10,Science
Computer Science,PHYS,27,11,Arts
Computer Science,CS,38,7,Engineering
Computer Science,MATH,28,17,Arts
Physics,CS,47,13,Science
Mathematics,CS,38,8,Engineering
Computer Science,PHYS,21,14,Science
Computer Science,CS,97,15,Science
Physics,CS,86,19,Engineering
Computer Science,CS,21,5,Science
Mathematics,MATH,82,7,Engineering
Mathematics,CS,83,19,Science
Physics,MATH,36,15,Science
Physics,MATH,74,12,Science
Computer Science,MATH,85,11,Engineering
Mathematics,CS,89,5,Engineering
Mathematics,PHYS,46,12,Engineering
Physics,PHYS,66,9,Engineering
Mathematics,CS,51,13,Arts
Physics,MATH,80,18,Science
Computer Science,PHYS,43,5,Engineering
Computer Science,CS,100,13,Engineering
Mathematics,PHYS,81,12,Engineering
Computer Science,MATH,37,12,Science
Computer Science,CS,42,18,Arts
Computer Science,MATH,23,5,Engineering
Computer Science,CS,53,7,Science
Physics,CS,83,17,Arts
Physics,PHYS,37,9,Arts
Physics,CS,85,9,Engineering
Computer Science,CS,53,19,Arts
Mathematics,PHYS,90,9,Arts
Computer Science,CS,62,17,Science
Mathematics,CS,64,7,Engineering
Physics,CS,51,8,Science
Computer Science,MATH,41,19,Engineering
Computer Science,PHYS,53,20,Science
Mathematics,CS,37,14,Science
Mathematics,MATH,40,6,Arts
Mathematics,MATH,97,5,Science
Mathematics,PHYS,21,11,Engineering
Physics,MATH,40,13,Arts
Physics,PHYS,85,18,Arts
Computer Science,MATH,85,8,Engineering
Mathematics,PHYS,63,18,Arts
Physics,CS,25,20,Engineering
Physics,PHYS,64,6,Engineering
Computer Science,CS,25,13,Arts
Computer Science,PHYS,100,13,Engineering
Physics,MATH,68,19,Engineering
Mathematics,CS,65,14,Arts
Computer Science,CS,95,14,Science
Computer Science,PHYS,49,19,Arts
Mathematics,PHYS,77,20,Arts
Physics,CS,93,7,Science
Computer Science,CS,84,12,Arts
Computer Science,CS,91,18,Arts
Physics,CS,97,18,Engineering
Mathematics,CS,81,8,Engineering
Mathematics,PHYS,41,6,Science
Mathematics,CS,46,13,Engineering
Computer Science,MATH,65,8,Arts
Computer Science,MATH,51,20,Arts
Computer Science,MATH,50,17,Science
Mathematics,MATH,49,13,Science
Computer Science,MATH,73,17,Engineering
Physics,CS,70,9,Engineering
Computer Science,MATH,55,15,Arts
Physics,PHYS,20,5,Arts
Computer Science,MATH,34,5,Arts
Mathematics,PHYS,34,10,Engineering
Physics,PHYS,44,8,Science
Computer Science,PHYS,28,7,Science
Mathematics,CS,35,19,Science
Computer Science,MATH,54,7,Science
Physics,PHYS,22,18,Science
Mathematics,CS,52,16,Engineering
Physics,PHYS,30,6,Engineering
Physics,MATH,39,9,Engineering
Physics,PHYS,98,9,Science
Mathematics,MATH,76,11,Science
Mathematics,CS,67,8,Engineering
Physics,CS,75,20,Arts
Computer Science,CS,95,14,Science
Mathematics,MATH,32,11,Engineering
Mathematics,CS,77,8,Science
Mathematics,PHYS,76,14,Science
Computer Science,CS,97,10,Science
Computer Science,CS,28,8,Science
Physics,PHYS,89,8,Arts
Physics,MATH,80,14,Science
Computer Science,MATH,27,20,Arts
Mathematics,PHYS,98,16,Arts
Computer Science,PHYS,33,15,Arts
Mathematics,PHYS,46,14,Engineering
Mathematics,MATH,88,20,Science
Computer Science,CS,84,15,Engineering
Physics,PHYS,53,19,Science
Computer Science,MATH,100,6,Science
Computer Science,CS,98,17,Science
Mathematics,CS,87,9,Arts
Physics,PHYS,48,20,Arts
Mathematics,MATH,27,18,Science
Mathematics,CS,62,10,Arts
Physics,CS,55,10,Engineering
Physics,CS,57,14,Arts
Computer Science,PHYS,26,17,Science
Physics,CS,73,15,Engineering
Mathematics,CS,98,6,Engineering
Physics,MATH,79,20,Science
Computer Science,MATH,76,17,Arts
Computer Science,MATH,45,9,Arts
Physics,CS,65,16,Arts
Mathematics,CS,76,14,Engineering
Physics,PHYS,37,12,Engineering
Mathematics,PHYS,61,9,Arts
Mathematics,CS,21,18,Engineering
Mathematics,CS,62,17,Engineering
Mathematics,MATH,53,8,Science
Physics,PHYS,98,13,Engineering
Computer Science,MATH,23,12,Arts
Physics,CS,25,18,Science
Mathematics,MATH,80,16,Arts
Mathematics,CS,98,7,Engineering
Mathematics,PHYS,44,14,Science
Mathematics,MATH,66,7,Science
Physics,CS,68,9,Engineering
Mathematics,MATH,86,16,Science
Computer Science,CS,21,12,Science
Computer Science,PHYS,47,16,Science
Mathematics,MATH,43,10,Engineering
Mathematics,PHYS,90,5,Arts
Computer Science,CS,20,11,Engineering
Physics,CS,78,12,Arts
Mathematics,PHYS,100,19,Arts
Computer Science,CS,86,5,Arts
Computer Science,PHYS,65,16,Engineering
Computer Science,CS,40,6,Arts
Physics,CS,39,20,Engineering
Physics,PHYS,23,18,Engineering
Mathematics,CS,93,16,Science
Physics,MATH,62,18,Engineering
Physics,MATH,80,18,Engineering
Computer Science,CS,96,19,Arts
Mathematics,PHYS,44,9,Engineering
Mathematics,PHYS,91,12,Science
Computer Science,CS,100,8,Arts
Mathematics,CS,76,5,Engineering
Physics,MATH,41,8,Engineering
Mathematics,PHYS,73,20,Science
Mathematics,PHYS,65,14,Engineering
Computer Science,PHYS,74,18,Science
Computer Science,CS,50,18,Engineering
Mathematics,CS,66,10,Engineering
Computer Science,CS,77,14,Engineering
Computer Science,CS,98,15,Engineering
Computer Science,PHYS,50,13,Engineering
Mathematics,CS,50,18,Science
Physics,MATH,92,9,Engineering
Mathematics,MATH,43,12,Engineering
Physics,CS,38,13,Arts
Computer Science,MATH,74,12,Engineering
Mathematics,PHYS,31,11,Engineering
Computer Science,MATH,24,11,Arts
Physics,PHYS,61,6,Arts
Computer Science,CS,68,20,Arts
Mathematics,PHYS,33,8,Science
Computer Science,PHYS,64,6,Science
Mathematics,CS,51,5,Engineering
Computer Science,MATH,34,13,Science
Physics,PHYS,60,14,Science
Physics,CS,72,7,Arts
Computer Science,MATH,80,6,Science
Physics,MATH,81,13,Science
Mathematics,PHYS,91,19,Arts
Mathematics,PHYS,89,17,Science
Physics,MATH,94,13,Arts
Physics,PHYS,55,20,Arts
Computer Science,CS,98,17,Engineering
Computer Science,CS,88,18,Science
Physics,CS,50,9,Engineering
Mathematics,CS,60,6,Arts
Physics,PHYS,85,11,Science
Computer Science,MATH,25,20,Engineering
Physics,PHYS,62,13,Engineering
Physics,MATH,68,7,Engineering
Physics,PHYS,64,20,Engineering
Computer Science,CS,82,10,Science
Physics,PHYS,48,10,Engineering
Mathematics,CS,26,7,Science
Physics,PHYS,82,17,Science
Computer Science,MATH,79,10,Arts
Computer Science,PHYS,41,5,Arts
Mathematics,PHYS,74,20,Engineering
Mathematics,PHYS,74,14,Science
Physics,MATH,30,12,Engineering
Mathematics,PHYS,40,11,Science
Mathematics,CS,22,18,Engineering
Physics,CS,29,11,Science
Mathematics,MATH,64,18,Engineering
Mathematics,MATH,34,13,Science
Mathematics,PHYS,57,15,Engineering
Physics,CS,80,10,Science
Computer Science,CS,50,14,Arts
Computer Science,CS,34,14,Engineering
Computer Science,PHYS,21,19,Science
Computer Science,MATH,73,14,Science
Computer Science,MATH,58,9,Science
Mathematics,MATH,79,10,Science
Computer Science,CS,73,13,Engineering
Mathematics,PHYS,99,11,Engineering
Computer Science,CS,48,5,Arts
Physics,MATH,74,15,Science
Physics,CS,28,19,Arts
Physics,CS,98,14,Arts
Computer Science,PHYS,35,14,Science
Mathematics,MATH,59,17,Science
Mathematics,CS,70,6,Arts
Mathematics,CS,51,17,Engineering
Mathematics,PHYS,70,12,Arts
Physics,MATH,59,12,Engineering
Computer Science,PHYS,54,20,Science
Mathematics,CS,76,7,Engineering
Physics,MATH,20,19,Science
Computer Science,MATH,41,13,Science
Computer Science,MATH,21,19,Science
Computer Science,MATH,77,16,Science
Physics,MATH,81,19,Engineering
Physics,MATH,96,15,Engineering
Physics,MATH,93,17,Engineering
Computer Science,PHYS,32,13,Engineering
Mathematics,CS,46,18,Science
Physics,MATH,66,15,Arts
Computer Science,PHYS,61,13,Arts
Mathematics,PHYS,66,12,Engineering
Physics,PHYS,94,13,Science
Computer Science,CS,79,11,Science
Computer Science,MATH,83,17,Engineering
Computer Science,MATH,53,11,Engineering
Physics,CS,75,19,Engineering
Mathematics,CS,48,14,Arts
Computer Science,PHYS,48,6,Engineering
Physics,CS,73,15,Arts
Mathematics,MATH,30,20,Science
Physics,MATH,95,20,Engineering
Computer Science,MATH,81,12,Science
Physics,MATH,33,13,Arts
Physics,MATH,35,14,Arts
Physics,PHYS,83,5,Science
Physics,MATH,95,20,Science
Physics,MATH,47,14,Science
Mathematics,CS,41,9,Engineering
Mathematics,MATH,64,8,Arts
Mathematics,CS,80,17,Engineering
Computer Science,CS,57,8,Science
Computer Science,PHYS,46,5,Engineering
Mathematics,CS,84,8,Arts
Mathematics,PHYS,31,13,Science
Mathematics,CS,73,18,Engineering
Computer Science,PHYS,51,11,Engineering
Computer Science,CS,99,13,Engineering
Mathematics,MATH,69,10,Science
Computer Science,MATH,24,17,Science
Mathematics,CS,42,13,Engineering
Mathematics,CS,80,13,Arts
Mathematics,PHYS,69,18,Engineering
Mathematics,PHYS,51,10,Science
Physics,CS,21,12,Arts
Computer Science,CS,58,14,Arts
Physics,CS,88,9,Arts
Physics,PHYS,79,13,Engineering
Physics,CS,48,5,Engineering
Computer Science,MATH,34,12,Arts
Computer Science,PHYS,32,14,Engineering
Computer Science,PHYS,65,20,Science
Physics,MATH,99,11,Science
Mathematics,MATH,65,20,Science
Computer Science,CS,37,14,Science
Computer Science,PHYS,86,16,Engineering
Computer Science,MATH,42,15,Science
Computer Science,PHYS,47,6,Science
Mathematics,PHYS,97,7,Arts
Computer Science,MATH,85,15,Science
Computer Science,PHYS,45,15,Engineering
Physics,MATH,29,18,Arts
Computer Science,PHYS,52,19,Arts
Computer Science,MATH,40,6,Engineering
Physics,MATH,97,14,Arts
Computer Science,CS,53,13,Arts
Mathematics,MATH,68,15,Engineering
Computer Science,CS,98,19,Engineering
Computer Science,CS,75,7,Arts
Computer Science,MATH,52,12,Engineering
Computer Science,MATH,27,7,Arts
Mathematics,MATH,99,12,Science
Physics,PHYS,81,20,Engineering
Computer Science,CS,78,17,Arts
Mathematics,CS,30,20,Engineering
Mathematics,PHYS,25,9,Science
Physics,CS,28,8,Science
Mathematics,CS,62,18,Engineering
Physics,MATH,25,8,Engineering
Mathematics,CS,61,8,Arts
Mathematics,MATH,42,19,Science
Physics,CS,26,12,Engineering
Computer Science,MATH,28,9,Arts
Mathematics,CS,30,11,Science
Physics,PHYS,66,18,Science
Mathematics,CS,47,9,Engineering
Mathematics,MATH,32,11,Science
Computer Science,MATH,42,18,Arts
Physics,MATH,38,12,Arts
Mathematics,PHYS,64,20,Arts
Computer Science,PHYS,65,14,Engineering
Mathematics,PHYS,95,8,Arts
Computer Science,MATH,47,18,Engineering
Mathematics,PHYS,53,9,Arts
Physics,PHYS,75,20,Engineering
Physics,MATH,78,6,Arts
Computer Science,MATH,26,8,Engineering
Physics,MATH,23,18,Arts
Physics,PHYS,41,14,Arts
Physics,PHYS,68,7,Science
Mathematics,CS,84,13,Science
Physics,MATH,33,13,Engineering
Mathematics,MATH,57,20,Arts
Computer Science,MATH,63,10,Science
Computer Science,CS,60,12,Engineering
Computer Science,CS,95,17,Science
Computer Science,MATH,90,10,Arts
Computer Science,MATH,60,19,Arts
Physics,MATH,80,11,Science
Physics,CS,24,7,Engineering
Computer Science,PHYS,47,20,Arts
Physics,MATH,38,16,Arts
Physics,MATH,61,12,Arts
Mathematics,MATH,47,5,Arts
Mathematics,MATH,39,9,Engineering
Physics,CS,78,17,Science
Computer Science,PHYS,92,10,Arts
Computer Science,MATH,22,20,Arts
Computer Science,MATH,89,16,Engineering
Physics,CS,44,15,Engineering
Computer Science,PHYS,95,8,Science
Physics,CS,32,17,Engineering
Computer Science,PHYS,49,13,Engineering
Mathematics,MATH,57,13,Arts
Computer Science,MATH,26,6,Engineering
Mathematics,MATH,41,17,Engineering
Physics,CS,94,7,Engineering
Computer Science,PHYS,64,17,Arts
Mathematics,MATH,68,9,Science
Physics,MATH,60,19,Arts
Mathematics,PHYS,42,13,Science
Mathematics,MATH,24,16,Engineering
Mathematics,MATH,93,9,Engineering
Physics,PHYS,42,6,Arts
Mathematics,MATH,27,14,Engineering
Computer Science,MATH,54,18,Science
Computer Science,PHYS,87,10,Science
Physics,CS,61,13,Arts
Computer Science,CS,85,16,Arts
Mathematics,MATH,86,9,Science
Mathematics,PHYS,62,6,Arts
Mathematics,MATH,76,13,Engineering
Mathematics,PHYS,97,7,Engineering
Physics,CS,97,19,Engineering
Computer Science,CS,75,9,Engineering
Computer Science,MATH,73,11,Arts
Physics,MATH,75,15,Science
Physics,MATH,40,5,Engineering
Mathematics,CS,81,20,Science
Physics,MATH,50,12,Science
Computer Science,PHYS,29,15,Engineering
Mathematics,MATH,62,20,Arts
Mathematics,MATH,36,18,Engineering
Computer Science,PHYS,46,19,Science
Mathematics,CS,86,19,Arts
Mathematics,CS,76,17,Arts
Computer Science,CS,85,17,Arts
Physics,CS,84,12,Engineering
Physics,CS,92,13,Arts
Mathematics,CS,41,5,Engineering
Physics,PHYS,24,18,Arts
Mathematics,CS,79,9,Arts
Physics,PHYS,88,20,Engineering
Physics,MATH,53,18,Engineering
Computer Science,MATH,97,13,Science
Mathematics,PHYS,45,19,Science
Mathematics,CS,82,6,Arts
Mathematics,CS,92,18,Engineering
Mathematics,MATH,42,16,Engineering
Mathematics,MATH,58,15,Science
Computer Science,CS,82,12,Engineering
Computer Science,MATH,55,13,Engineering
Mathematics,PHYS,67,15,Science
Physics,MATH,34,10,Science
Physics,CS,63,12,Arts
Physics,MATH,67,11,Engineering
Computer Science,CS,93,16,Engineering
Computer Science,PHYS,98,12,Engineering
Computer Science,CS,63,20,Science
Mathematics,CS,71,11,Science
Mathematics,PHYS,57,10,Science
Physics,PHYS,69,20,Engineering
Computer Science,CS,30,5,Engineering
Mathematics,CS,47,13,Science
Physics,CS,51,13,Science
Computer Science,CS,59,18,Science
Computer Science,MATH,64,12,Engineering
Mathematics,MATH,97,11,Engineering
Physics,PHYS,92,18,Science
Mathematics,MATH,44,11,Arts
Mathematics,PHYS,68,13,Arts
Mathematics,PHYS,23,19,Engineering
Computer Science,MATH,64,6,Arts
Mathematics,PHYS,81,5,Science
Mathematics,MATH,30,13,Arts
Physics,MATH,96,15,Science
Mathematics,CS,61,10,Science
Mathematics,PHYS,42,20,Engineering
Mathematics,PHYS,33,15,Engineering
Mathematics,MATH,70,15,Science
Computer Science,MATH,62,20,Science
Computer Science,CS,85,10,Arts
Mathematics,MATH,93,9,Arts
Computer Science,CS,72,10,Engineering
Physics,PHYS,47,12,Science
Mathematics,CS,44,11,Science
Mathematics,MATH,79,10,Science
Physics,CS,97,19,Science
Mathematics,PHYS,89,15,Engineering
Mathematics,CS,29,11,Arts
Physics,CS,47,16,Arts
Computer Science,CS,43,6,Arts
Mathematics,MATH,69,14,Engineering
Physics,MATH,37,17,Science
Computer Science,PHYS,20,18,Science
Mathematics,PHYS,70,5,Science
Mathematics,CS,23,19,Science
Mathematics,MATH,45,9,Science
Physics,CS,23,18,Arts
Physics,PHYS,58,7,Engineering
Computer Science,MATH,21,10,Engineering
Physics,CS,85,17,Arts
Mathematics,PHYS,88,8,Arts
Physics,CS,54,17,Engineering
Physics,PHYS,99,7,Arts
Physics,MATH,98,14,Arts
Computer Science,CS,40,6,Engineering
Mathematics,PHYS,51,15,Engineering
Mathematics,PHYS,42,18,Science
Mathematics,MATH,23,5,Science
Computer Science,CS,98,6,Engineering
Physics,PHYS,33,15,Arts
Physics,CS,22,7,Arts
Physics,CS,89,9,Engineering
Physics,PHYS,48,9,Engineering
Physics,PHYS,39,17,Arts
Physics,PHYS,47,20,Arts
Computer Science,CS,57,9,Science
Mathematics,PHYS,95,5,Arts
Physics,PHYS,69,10,Arts
Computer Science,PHYS,53,17,Engineering
Computer Science,PHYS,91,8,Science
Mathematics,PHYS,63,15,Science
Physics,PHYS,89,18,Science
Computer Science,PHYS,44,12,Engineering
Computer Science,MATH,54,5,Science
Physics,PHYS,52,19,Science
Computer Science,CS,57,19,Arts
Physics,CS,40,18,Engineering
Mathematics,MATH,30,20,Arts
Mathematics,MATH,91,17,Arts
Computer Science,PHYS,56,8,Engineering
Computer Science,MATH,27,10,Engineering
Computer Science,MATH,94,13,Science
Physics,CS,98,20,Science
Mathematics,CS,97,10,Engineering
Physics,PHYS,61,15,Arts
Mathematics,CS,88,6,Engineering
Computer Science,PHYS,30,7,Arts
Physics,PHYS,38,6,Engineering
Physics,MATH,77,16,Engineering
Mathematics,PHYS,30,9,Arts
Mathematics,PHYS,25,17,Arts
Computer Science,CS,24,6,Engineering
Physics,CS,47,6,Science
Mathematics,PHYS,32,11,Arts
Physics,PHYS,51,11,Science
Computer Science,PHYS,59,16,Science
Computer Science,CS,92,14,Arts
Computer Science,MATH,25,7,Arts
Computer Science,MATH,40,6,Science
Computer Science,MATH,34,5,Science
Physics,PHYS,72,12,Science
Physics,MATH,29,18,Science
Computer Science,PHYS,38,11,Engineering
Physics,MATH,50,16,Arts
Physics,CS,33,9,Engineering
Physics,MATH,70,12,Arts
Physics,CS,92,16,Engineering
Mathematics,CS,62,13,Arts
Computer Science,PHYS,32,19,Science
Mathematics,MATH,33,12,Engineering
Computer Science,MATH,54,7,Arts
Physics,MATH,31,12,Science
Mathematics,MATH,71,11,Arts
Physics,CS,37,11,Engineering
Physics,CS,62,7,Engineering
Physics,CS,66,5,Engineering
Mathematics,CS,46,20,Science
Mathematics,CS,86,6,Arts
Computer Science,CS,95,14,Engineering
Computer Science,PHYS,22,7,Arts
Mathematics,PHYS,40,10,Science
Computer Science,PHYS,35,15,Science
Mathematics,CS,85,8,Engineering
Mathematics,PHYS,33,16,Arts
Computer Science,CS,99,16,Arts
Mathematics,CS,85,19,Engineering
Computer Science,CS,61,13,Arts
Physics,CS,72,16,Arts
Physics,PHYS,98,6,Engineering
Physics,CS,68,14,Engineering
Physics,PHYS,51,9,Arts
Mathematics,PHYS,87,5,Arts
Mathematics,MATH,73,11,Arts
Mathematics,PHYS,34,16,Science
Physics,PHYS,85,20,Arts
Computer Science,PHYS,27,14,Arts
Mathematics,MATH,85,10,Science
